Unnamed: 0,user,smogList,fleschRList,ariList,complexList,colemanList,charList,fleschKList,sentencesList,gunningList,wordsList,smogIList,syllablesList
499624,whalley-g,10.794,61.311,7.062,9.0,10.202,290.0,7.738,5.0,10.4,61.0,10.348,96.0
499625,whalley-g,9.0315,15.6625,9.6985,41.0,6.998,1032.0,8.6685,6.0,10.8,204.0,8.659,340.0
499626,whalley-g,11.408,60.71,8.568,21.0,10.459,759.0,8.866,10.0,11.2,164.0,10.937,251.0
499627,whalley-g,10.126,64.289,5.898,9.0,9.33,277.0,6.694,6.0,9.6,58.0,9.708,91.0
499628,whalley-g,12.65,53.695,11.417,25.0,10.798,909.0,11.125,9.0,13.2,194.0,12.129,301.0
499629,whalley-g,9.828,59.156,6.657,11.0,10.445,422.0,7.741,8.0,9.2,88.0,9.423,142.0
499630,whalley-g,12.64075,23.445999999999998,11.299,155.0,10.777000000000001,3288.0,10.986,28.0,14.1,624.0,12.119499999999999,1118.0
499631,whalley-g,14.79,42.701,13.527,25.0,13.472,663.0,12.645,6.0,16.0,129.0,14.18,217.0
499632,whalley-g,16.728,32.281,15.767,51.0,14.918,1147.0,14.636,9.0,18.4,213.0,16.038,379.0
499633,whalley-g,11.208,50.471,9.345,4.0,12.556,134.0,9.449,2.0,11.2,26.0,10.746,44.0
499634,whalley-g,17.694,18.963,14.032,26.0,17.699,369.0,14.527,4.0,22.4,63.0,16.964,128.0
499635,whalley-g,18.511,24.541,19.065,58.0,15.395,1290.0,17.165,8.0,21.2,236.0,17.748,425.0
499636,whalley-g,14.192,40.178,15.044,30.0,13.18,1018.0,13.866,8.0,16.0,200.0,13.607,334.0
499637,whalley-g,10.794,68.899,6.693,18.0,9.177,600.0,6.904,10.0,10.4,131.0,10.348,193.0
499638,whalley-g,12.243,56.358,10.995,28.0,11.527,1034.0,10.254,11.0,12.8,215.0,11.739,332.0
499639,whalley-g,15.248,30.842,16.999,9.0,16.875,263.0,14.671,2.0,16.8,46.0,14.619,83.0
499640,whalley-g,10.609,73.214,5.659,24.0,6.875,863.0,6.703,14.0,10.0,206.0,10.171,289.0
499641,whalley-g,14.192,44.601,11.191,30.0,13.676,683.0,11.137,8.0,15.2,132.0,13.607,227.0
499642,whalley-g,13.024,26.47,11.902,3.0,17.005,65.0,12.3,1.0,15.2,11.0,12.487,22.0
499643,whalley-g,16.527,38.346,15.376,44.0,13.048,1049.0,14.339,8.0,18.4,207.0,15.845,348.0
499644,whalley-g,9.5975,11.3465,10.111,87.0,7.1445,1977.0,9.417,11.0,11.4,387.0,9.202,679.0
499645,whalley-g,12.162,37.92,10.091,10.0,12.239,306.0,11.697,4.0,12.4,60.0,11.66,109.0
499646,whalley-g,25.069,-10.462,30.906,59.0,19.479,1156.0,26.705,4.0,31.2,193.0,24.036,384.0
499647,whalley-g,14.811,46.198,12.158,46.0,11.39,1163.0,12.304,11.0,16.0,243.0,14.201,397.0
499648,whalley-g,18.046,28.777,16.756,75.0,12.309,1621.0,16.653,11.0,20.4,328.0,17.302,573.0
499649,whalley-g,9.688687500000002,58.56587500000001,6.63340625,217.0,4.849156250000001,6488.0,7.758406249999999,101.0,10.712500000000002,1264.0,9.289,2099.0
499650,whalley-g,11.208,53.639,7.774,2.0,9.967,66.0,9.256,1.0,11.2,14.0,10.746,23.0
499651,whalley-g,15.415,35.575,11.702,37.0,13.3,741.0,12.8,8.0,17.2,145.0,14.779,262.0
499652,whalley-g,11.208,66.1,4.527,2.0,8.032,41.0,6.276,1.0,12.4,9.0,10.746,14.0
499653,whalley-g,13.886,39.231,13.021,39.0,13.322,1166.0,12.937,11.0,14.8,228.0,13.313,395.0
499654,whalley-g,14.555,37.649,14.772,40.0,13.59,1228.0,13.921,10.0,15.6,238.0,13.954,408.0
499655,whalley-g,13.024,48.549,12.396,3.0,12.37,104.0,11.705,1.0,14.0,21.0,12.487,34.0
499656,whalley-g,17.506,32.072,16.674,38.0,12.154,897.0,16.611,6.0,20.4,189.0,16.784,319.0
499657,whalley-g,14.555,20.71,23.004,8.0,12.567,419.0,21.177,2.0,20.8,87.0,13.954,146.0
499658,whalley-g,15.021,44.008,13.603,26.0,13.046,679.0,12.669,6.0,16.4,134.0,14.402,222.0
499659,whalley-g,12.032,44.496,12.634,17.0,10.792,787.0,13.015,7.0,13.6,168.0,11.536,274.0
499660,whalley-g,16.927,35.586,15.196,35.0,10.765,819.0,15.542,6.0,19.6,175.0,16.229,293.0
499661,whalley-g,3.129,121.22,-11.51,0.0,-34.02,2.0,-3.4,1.0,0.4,1.0,3.0,1.0
499662,whalley-g,12.215,53.251,10.211,43.0,12.867,1260.0,9.368,17.0,12.4,242.0,11.711,398.0
499663,whalley-g,11.208,70.145,9.512,2.0,11.264,81.0,7.699,1.0,11.2,17.0,10.746,24.0
499664,whalley-g,12.541,57.605,11.285,19.0,10.355,710.0,10.69,7.0,13.6,154.0,12.024,231.0
499665,whalley-g,12.162,57.234,7.834,5.0,11.918,111.0,8.009,2.0,13.2,22.0,11.66,36.0
499666,whalley-g,14.555,40.045,11.172,20.0,12.715,451.0,12.146,5.0,16.0,90.0,13.954,158.0
499667,whalley-g,11.208,65.168,10.897,2.0,12.996,86.0,8.393,1.0,11.2,17.0,10.746,25.0
499668,whalley-g,12.745,52.902,9.522,51.0,10.791,1499.0,10.297,18.0,12.8,320.0,12.22,514.0
499669,whalley-g,9.633,63.769,4.882,35.0,9.357,980.0,6.251,27.0,9.6,205.0,9.236,328.0
499670,whalley-g,10.914,62.399,8.282,13.0,8.386,573.0,9.312,7.0,11.2,134.0,10.464,198.0
499671,whalley-g,15.021,49.847,11.504,13.0,10.004,314.0,12.021,3.0,16.4,69.0,14.402,109.0
499672,whalley-g,10.794,61.103,6.775,9.0,9.593,293.0,7.867,5.0,10.4,63.0,10.348,99.0
499673,whalley-g,13.024,49.667,8.008,18.0,9.843,413.0,9.975,6.0,13.6,88.0,12.487,148.0
499674,whalley-g,10.126,66.74,5.54,3.0,7.799,113.0,7.18,2.0,9.6,26.0,9.708,39.0
499675,whalley-g,13.024,43.563,16.641,12.0,13.614,568.0,14.015,4.0,14.8,110.0,12.487,176.0
499676,whalley-g,4.421,26.4325,4.7375,1.0,6.7975,55.0,4.185,1.0,4.0,10.0,4.2385,17.0
499677,whalley-g,8.59925,36.90525,9.38025,46.0,5.9247499999999995,1572.0,9.8845,11.0,10.5,373.0,8.2445,578.0
499678,whalley-g,11.038,3.83,12.264,66.0,8.6955,1313.0,10.919,6.0,13.2,233.0,10.583,440.0
499679,whalley-g,20.267,11.84,23.062,9.0,14.828,208.0,21.545,1.0,24.8,40.0,19.432,73.0
499680,whalley-g,12.65,57.137,10.065,25.0,11.053,785.0,9.872,9.0,13.2,166.0,12.129,257.0
499681,whalley-g,9.376062500000002,59.87803125,8.595312499999999,164.0,1.9300000000000006,5897.0,9.051968749999999,91.0,11.6875,1228.0,8.98934375,1927.0
499682,whalley-g,10.126,67.033,8.229,3.0,9.973,150.0,8.009,2.0,10.0,33.0,9.708,48.0
499683,whalley-g,20.267,8.543,32.543,27.0,13.553,912.0,27.222,3.0,30.0,183.0,19.432,295.0
499684,whalley-g,12.458,61.333,8.951,8.0,11.397,225.0,8.597,3.0,12.8,47.0,11.944,72.0
499685,whalley-g,13.817,33.598,16.196,7.0,16.184,252.0,14.163,2.0,14.8,45.0,13.247,80.0
499686,whalley-g,11.766,60.437,8.61,16.0,10.583,530.0,8.875,7.0,12.0,114.0,11.281,175.0
499687,whalley-g,17.506,25.424,20.03,19.0,12.703,542.0,18.988,3.0,21.2,112.0,16.784,190.0
499688,whalley-g,6.427,75.34,3.961,1.0,7.95,109.0,4.738,3.0,4.8,24.0,6.162,35.0
499689,whalley-g,9.889,63.201,9.562,7.0,9.326,448.0,9.462,5.0,10.4,101.0,9.481,147.0
499690,whalley-g,10.126,68.747,9.228,9.0,7.366,558.0,9.301,6.0,11.2,136.0,9.708,185.0
499691,whalley-g,14.555,43.484,11.574,48.0,12.176,1161.0,12.08,12.0,15.6,236.0,13.954,400.0
499692,whalley-g,11.766,64.976,6.876,16.0,8.058,498.0,8.384,7.0,11.6,118.0,11.281,174.0
499693,whalley-g,10.126,66.1,6.62,3.0,10.65,90.0,6.276,2.0,10.0,18.0,9.708,28.0
499694,whalley-g,14.068,52.183,12.333,22.0,10.728,659.0,11.819,6.0,15.2,141.0,13.488,218.0
499695,whalley-g,15.903,35.114,14.543,35.0,12.286,879.0,14.679,7.0,17.6,178.0,15.247,307.0
499696,whalley-g,14.555,37.649,14.772,40.0,13.59,1228.0,13.921,10.0,15.6,238.0,13.954,408.0
499697,whalley-g,9.4825,31.23625,9.305,85.0,10.050249999999998,2544.0,9.19725,27.0,9.899999999999999,501.0,9.0915,863.0
499698,whalley-g,3.129,119.19,-7.37,0.0,-10.093,8.0,-2.62,1.0,1.2,3.0,3.0,3.0
499699,whalley-g,10.609,73.052,6.173,12.0,7.535,471.0,7.116,7.0,10.4,114.0,10.171,158.0
499700,whalley-g,7.169,89.896,2.896,1.0,3.867,103.0,4.199,2.0,6.8,28.0,6.873,34.0
499701,whalley-g,11.208,61.311,6.29,10.0,9.236,280.0,7.738,5.0,11.2,61.0,10.746,96.0
499702,whalley-g,11.208,31.545,5.905,2.0,9.632,31.0,10.35,1.0,15.6,6.0,10.746,12.0
499703,whalley-g,15.903,50.401,15.657,5.0,9.319,145.0,14.676,1.0,19.2,34.0,15.247,49.0
499704,whalley-g,11.492,60.99,9.753,15.0,9.601,632.0,9.756,7.0,12.0,141.0,11.018,209.0
499705,whalley-g,8.842,68.082,3.032,3.0,6.33,127.0,6.33,3.0,7.6,31.0,8.477,47.0
499706,whalley-g,15.631,31.642,14.208,91.0,14.208,2169.0,14.233,19.0,17.2,412.0,14.987,746.0
499707,whalley-g,11.602,62.692,7.007,11.0,9.508,306.0,7.794,5.0,11.6,66.0,11.124,102.0
499708,whalley-g,15.903,28.543,17.662,35.0,15.025,1032.0,16.057,7.0,18.0,191.0,15.247,340.0
499709,whalley-g,13.74,54.751,11.234,69.0,9.667,2067.0,11.337,20.0,15.2,460.0,13.173,700.0
499710,whalley-g,10.504,74.792,6.391,40.0,8.221,1593.0,6.709,24.0,10.0,375.0,10.071,515.0
499711,whalley-g,10.686,70.477,7.057,7.0,9.538,246.0,6.721,4.0,10.4,53.0,10.246,77.0
499712,whalley-g,11.912,58.608,9.172,52.0,10.839,1755.0,9.308,22.0,12.0,374.0,11.421,579.0
499713,whalley-g,12.341,52.171,9.985,26.0,11.419,848.0,10.38,10.0,12.4,177.0,11.832,286.0
499714,whalley-g,11.723,55.552,7.624,43.0,10.207,1203.0,8.819,19.0,11.6,253.0,11.24,412.0
499715,whalley-g,12.563,57.272,9.743,30.0,9.507,996.0,10.307,11.0,13.2,223.0,12.045,340.0
499716,whalley-g,13.024,38.309,10.099,12.0,14.282,256.0,10.835,4.0,14.4,47.0,12.487,87.0
499717,whalley-g,7.527,20.5685,6.9665,61.0,5.7395,1714.0,6.928,14.0,8.4,357.0,7.2165,590.0
499718,whalley-g,13.707,52.345,13.615,48.0,9.562,1750.0,12.897,14.0,15.6,391.0,13.142,583.0
499719,whalley-g,3.129,90.959,2.794,0.0,6.116,154.0,2.311,5.0,2.8,35.0,3.0,45.0
499720,whalley-g,17.122,33.533,18.678,6.0,12.472,168.0,17.277,1.0,20.8,35.0,16.416,57.0
499721,whalley-g,17.122,37.467,17.621,6.0,12.401,158.0,16.232,1.0,20.4,33.0,16.416,53.0
499722,whalley-g,14.139,47.936,11.049,26.0,12.65,625.0,11.009,7.0,14.8,125.0,13.556,208.0
499723,whalley-g,12.289,22.0505,10.93175,161.0,11.138,3437.0,10.8545,31.0,13.7,640.0,11.782250000000001,1177.0
499724,whalley-g,7.169,76.591,0.66,2.0,3.76,104.0,4.191,4.0,5.2,26.0,6.873,38.0
499725,whalley-g,11.538,67.24,7.889,26.0,7.776,968.0,8.684,12.0,12.0,232.0,11.062,329.0
499726,whalley-g,16.527,28.51,13.018,33.0,14.92,587.0,13.796,6.0,19.2,109.0,15.845,206.0
499727,whalley-g,11.208,58.408,9.924,6.0,12.405,238.0,9.087,3.0,11.2,48.0,10.746,75.0
499728,whalley-g,11.208,53.639,10.129,2.0,12.912,73.0,9.256,1.0,11.2,14.0,10.746,23.0
499729,whalley-g,13.024,37.258,11.298,3.0,14.122,84.0,12.038,1.0,13.6,16.0,12.487,29.0
499730,whalley-g,16.404,25.331,16.762,54.0,15.141,1372.0,16.011,10.0,18.4,253.0,15.728,466.0
499731,whalley-g,20.582,11.653,21.454,84.0,16.014,1696.0,20.301,9.0,24.0,314.0,19.733,593.0
499732,whalley-g,10.864,64.571,6.084,11.0,8.478,348.0,7.483,6.0,10.8,78.0,10.416,119.0
499733,whalley-g,16.322,37.774,17.044,16.0,13.138,452.0,15.609,3.0,18.8,92.0,15.649,150.0
499734,whalley-g,8.842,79.698,5.179,9.0,6.888,555.0,5.952,9.0,8.4,138.0,8.477,182.0
499735,whalley-g,9.516,71.768,5.924,5.0,7.653,242.0,6.727,4.0,8.8,56.0,9.124,80.0
499736,whalley-g,5.604,18.95,3.31,2.0,5.325,45.0,5.1045,1.0,6.2,9.0,5.373,17.0
499737,whalley-g,12.839,56.437,11.701,26.0,9.556,971.0,11.377,9.0,14.0,217.0,12.309,323.0
499738,whalley-g,8.344,77.416,4.761,5.0,7.908,263.0,4.863,6.0,6.8,58.0,8.0,82.0
499739,whalley-g,12.688,50.001,10.041,14.0,12.801,392.0,10.161,5.0,12.8,78.0,12.165,130.0
499740,whalley-g,11.366,30.3855,10.68175,126.0,9.08825,3485.0,10.48175,29.0,12.600000000000001,723.0,10.89725,1194.0
499741,whalley-g,13.024,58.424,10.133,3.0,10.79,89.0,9.831,1.0,13.6,19.0,12.487,29.0
499742,whalley-g,12.112687500000002,47.5150625,12.298,160.0,10.373812500000001,5449.0,11.243250000000002,80.0,14.175,1115.0,11.613125000000002,1760.0
499743,whalley-g,3.129,115.13,-4.473,0.0,-2.971,20.0,-1.06,1.0,2.8,7.0,3.0,7.0
499744,whalley-g,15.903,25.796,15.939,5.0,14.299,132.0,15.872,1.0,18.0,25.0,15.247,46.0
499745,whalley-g,9.516,74.018,8.084,5.0,6.04,349.0,8.525,4.0,10.8,90.0,9.124,117.0
499746,whalley-g,11.398,63.688,8.326,44.0,8.799,1695.0,8.99,21.0,11.6,390.0,10.928,573.0
499747,whalley-g,12.905,53.05,10.955,41.0,10.032,1394.0,11.29,14.0,13.6,306.0,12.373,476.0
499748,whalley-g,11.538,56.523,10.279,13.0,10.14,558.0,10.427,6.0,12.0,122.0,11.062,187.0
499749,whalley-g,14.555,30.687,16.331,4.0,16.666,125.0,14.445,1.0,16.0,22.0,13.954,40.0
499750,whalley-g,8.076,77.4,5.774,3.0,6.84,251.0,6.19,4.0,8.0,60.0,7.743,81.0
499751,whalley-g,12.341,60.992,9.365,39.0,8.704,1351.0,9.919,15.0,12.8,312.0,11.832,460.0
499752,whalley-g,12.162,52.865,7.826,5.0,11.533,103.0,8.37,2.0,14.0,20.0,11.66,34.0
499753,whalley-g,11.351,57.19,9.615,29.0,10.679,1185.0,9.79,14.0,11.6,254.0,10.883,394.0
499754,whalley-g,8.842,83.231,4.139,6.0,6.567,302.0,4.673,6.0,8.0,73.0,8.477,96.0
499755,whalley-g,7.794,78.865,1.606,2.0,5.005,97.0,4.247,3.0,6.4,24.0,7.472,34.0
499756,whalley-g,28.677,-53.951,65.525,20.0,12.28,615.0,52.832,1.0,57.6,129.0,27.495,198.0
499757,whalley-g,11.208,68.938,10.175,2.0,4.34,106.0,11.345,1.0,14.8,31.0,10.746,39.0
499758,whalley-g,4.421,27.3625,3.2375,1.0,4.7975,22.0,3.31,1.0,5.8,4.0,4.2385,7.0
499759,whalley-g,8.842,49.48,7.446,1.0,11.184,28.0,7.6,1.0,10.0,5.0,8.477,9.0
499760,whalley-g,8.076,80.534,2.534,3.0,6.009,139.0,4.076,4.0,6.8,33.0,7.743,46.0
499761,whalley-g,14.555,30.658,23.926,8.0,9.03,430.0,21.653,2.0,23.2,102.0,13.954,150.0
499762,whalley-g,3.129,89.468,3.847,0.0,6.996,44.0,1.898,2.0,1.6,9.0,3.0,12.0
499763,whalley-g,14.486,47.743,12.504,83.0,12.118,2229.0,11.971,21.0,15.6,454.0,13.889,736.0
499764,whalley-g,6.427,93.897,2.31,1.0,3.551,145.0,3.475,3.0,6.0,40.0,6.162,47.0
499765,whalley-g,6.798,24.726,5.9295,47.0,5.447,1467.0,5.949,14.0,7.4,312.0,6.518,497.0
499766,whalley-g,15.903,25.796,15.939,5.0,14.299,132.0,15.872,1.0,18.0,25.0,15.247,46.0
499767,whalley-g,10.126,71.782,8.645,3.0,8.93,166.0,7.967,2.0,10.4,38.0,9.708,52.0
499768,whalley-g,6.427,75.34,3.961,1.0,7.95,109.0,4.738,3.0,4.8,24.0,6.162,35.0
499769,whalley-g,11.979,64.018,9.119,12.0,9.897,417.0,8.901,5.0,12.4,92.0,11.485,135.0
499770,whalley-g,8.239,59.536,4.543,4.0,8.304,167.0,6.694,5.0,7.2,35.0,7.899,58.0
499771,whalley-g,8.842,56.018,5.59,6.0,9.258,262.0,7.723,6.0,7.6,55.0,8.477,92.0
499772,whalley-g,11.208,53.639,10.129,2.0,12.912,73.0,9.256,1.0,11.2,14.0,10.746,23.0
499773,whalley-g,13.024,37.258,11.298,3.0,14.122,84.0,12.038,1.0,13.6,16.0,12.487,29.0
499774,whalley-g,9.516,67.115,7.1,5.0,8.655,265.0,7.563,4.0,8.8,59.0,9.124,87.0
499775,whalley-g,11.4775,31.23825,11.37125,114.0,7.66225,3375.0,11.271999999999998,26.0,13.4,745.0,11.004000000000001,1182.0
499776,whalley-g,3.129,78.873,5.62,0.0,9.65,35.0,3.997,1.0,2.8,7.0,3.0,10.0
499777,whalley-g,12.688,36.735,10.083,14.0,14.104,325.0,11.117,5.0,14.0,60.0,12.165,112.0
499778,whalley-g,8.842,75.99,5.852,2.0,6.938,126.0,6.387,2.0,8.4,30.0,8.477,41.0
499779,whalley-g,10.504,59.913,5.492,5.0,8.822,136.0,7.304,3.0,10.4,29.0,10.071,47.0
499780,whalley-g,3.129,87.945,7.475,0.0,11.595,33.0,2.483,1.0,2.4,6.0,3.0,8.0
499781,whalley-g,3.129,87.945,3.55,0.0,6.687,28.0,2.483,1.0,2.4,6.0,3.0,8.0
499782,whalley-g,7.554,79.004,4.467,3.0,7.582,215.0,4.625,5.0,6.0,48.0,7.243,67.0
499783,whalley-g,11.9915,24.1735,15.54175,91.0,6.907,3116.0,14.6295,22.0,16.5,715.0,11.497,1104.0
499784,whalley-g,12.603,61.379,7.898,11.0,9.653,275.0,8.363,4.0,12.8,59.0,12.083,91.0
499785,whalley-g,11.208,67.53,5.957,6.0,7.069,190.0,7.567,3.0,11.2,45.0,10.746,66.0
499786,whalley-g,11.36903125,50.888718749999995,9.514,277.0,6.7335625,8374.0,10.45534375,116.0,13.162500000000003,1646.0,10.90009375,2739.0
499787,whalley-g,14.555,46.258,13.551,20.0,9.812,619.0,13.614,5.0,16.4,137.0,13.954,215.0
499788,whalley-g,3.129,85.858,5.254,0.0,4.006,27.0,1.905,2.0,0.8,5.0,3.0,7.0
499789,whalley-g,10.658,67.404,7.535,33.0,8.99,1388.0,8.003,19.0,10.4,317.0,10.218,459.0
499790,whalley-g,3.129,82.475,1.468,0.0,3.582,76.0,4.24,2.0,4.0,20.0,3.0,27.0
499791,whalley-g,3.129,35.605,7.83,0.0,4.54,12.0,8.79,1.0,0.8,2.0,3.0,4.0
499792,whalley-g,3.129,35.605,7.83,0.0,4.54,12.0,8.79,1.0,0.8,2.0,3.0,4.0
499793,whalley-g,7.122,22.276,5.3075,53.0,6.054,1227.0,5.7405,14.0,7.6,250.0,6.8285,426.0
499794,whalley-g,13.024,37.258,11.298,3.0,14.122,84.0,12.038,1.0,13.6,16.0,12.487,29.0
499795,whalley-g,13.817,33.598,16.51,7.0,16.577,255.0,14.163,2.0,14.8,45.0,13.247,80.0
499796,whalley-g,11.208,57.095,8.298,4.0,12.122,105.0,7.78,2.0,12.0,20.0,10.746,33.0
499797,whalley-g,11.208,53.639,10.129,2.0,12.912,73.0,9.256,1.0,11.2,14.0,10.746,23.0
499798,whalley-g,14.325437500000001,36.679125,16.1375625,1027.0,10.08525,33475.0,15.112124999999999,250.0,18.075,7304.0,13.734593750000002,11279.0
499799,whalley-g,12.360281249999998,49.669624999999996,11.979374999999997,836.0,8.2768125,26172.0,11.84559375,221.0,14.037500000000003,5684.0,11.85065625,8841.0
499800,whalley-g,15.903,25.796,15.939,5.0,14.299,132.0,15.872,1.0,18.0,25.0,15.247,46.0
499801,whalley-g,3.129,90.051,2.585,0.0,2.602,56.0,4.922,1.0,6.8,17.0,3.0,20.0
499802,whalley-g,23.727,-8.678,21.76,13.0,17.577,187.0,22.668,1.0,28.8,33.0,22.748,71.0
499803,whalley-g,14.023,50.055,16.439,40.0,12.229,1618.0,13.956,11.0,16.4,340.0,13.445,504.0
499804,whalley-g,8.076,83.65,2.284,3.0,4.915,153.0,3.952,4.0,6.4,38.0,7.743,51.0
499805,whalley-g,3.129,54.725,10.008,0.0,14.013,25.0,6.62,1.0,1.6,4.0,3.0,7.0
499806,whalley-g,17.122,24.829,16.074,18.0,15.511,384.0,15.593,3.0,19.2,70.0,16.416,131.0
499807,whalley-g,11.741,63.909,7.056,25.0,9.102,752.0,8.207,11.0,11.6,171.0,11.257,257.0
499808,whalley-g,14.555,35.948,14.808,4.0,12.886,126.0,14.456,1.0,16.4,25.0,13.954,43.0
499809,whalley-g,13.187,50.66,9.86,31.0,11.136,849.0,10.64,10.0,13.6,179.0,12.644,292.0
499810,whalley-g,11.208,53.639,10.129,2.0,12.912,73.0,9.256,1.0,11.2,14.0,10.746,23.0
499811,whalley-g,13.024,37.258,11.298,3.0,14.122,84.0,12.038,1.0,13.6,16.0,12.487,29.0
499812,whalley-g,14.528749999999999,13.407,13.183,192.0,11.53425,3451.0,13.0215,24.0,16.9,632.0,13.929749999999999,1209.0
499813,whalley-g,10.2265,41.77475,7.803999999999999,67.0,7.44575,1813.0,8.0165,19.0,11.1,386.0,9.804749999999999,605.0
499814,whalley-g,14.555,37.649,14.772,40.0,13.59,1228.0,13.921,10.0,15.6,238.0,13.954,408.0
499815,whalley-g,11.208,71.559,6.48,14.0,7.723,455.0,7.005,7.0,11.2,105.0,10.746,149.0
499816,whalley-g,11.208,53.639,10.129,2.0,12.912,73.0,9.256,1.0,11.2,14.0,10.746,23.0
499817,whalley-g,13.024,37.258,11.298,3.0,14.122,84.0,12.038,1.0,13.6,16.0,12.487,29.0
499818,whalley-g,11.698,54.715,8.832,18.0,10.961,608.0,9.634,8.0,11.6,129.0,11.216,207.0
499819,whalley-g,20.504,5.975,17.744,37.0,18.745,519.0,17.767,4.0,25.6,86.0,19.658,182.0
499820,whalley-g,12.647281250000002,49.31515625,11.142999999999999,849.0,10.5469375,25984.0,10.962437499999998,250.0,13.6375,5464.0,12.12571875,8695.0
499821,whalley-g,19.287,10.189,18.491,48.0,18.012,857.0,17.842,6.0,22.8,145.0,18.492,295.0
499822,whalley-g,8.842,72.615,6.05,3.0,9.687,154.0,5.864,3.0,8.0,33.0,8.477,48.0
499823,whalley-g,15.903,25.796,15.939,5.0,14.299,132.0,15.872,1.0,18.0,25.0,15.247,46.0
499824,whalley-g,13.024,37.664,15.93,9.0,11.579,424.0,15.293,3.0,15.6,88.0,12.487,145.0
499825,whalley-g,17.122,33.533,18.813,6.0,12.64,169.0,17.277,1.0,20.8,35.0,16.416,57.0
499826,whalley-g,3.129,83.32,2.422,0.0,4.901,68.0,2.88,3.0,2.0,15.0,3.0,21.0
499827,whalley-g,3.129,121.22,-11.51,0.0,-34.02,2.0,-3.4,1.0,0.4,1.0,3.0,1.0
499828,whalley-g,10.355,63.579,10.958,8.0,9.321,510.0,10.105,5.0,11.6,115.0,9.928,163.0
499829,whalley-g,13.241,45.773,11.734,47.0,12.084,1481.0,11.877,15.0,14.0,302.0,12.695,502.0
499830,whalley-g,6.718249999999999,59.27225000000001,4.041,51.0,5.1213750000000005,1721.0,5.641375,52.0,6.500000000000001,304.0,6.4411249999999995,569.0
499831,whalley-g,14.555,35.948,14.808,4.0,12.886,126.0,14.456,1.0,16.4,25.0,13.954,43.0
499832,whalley-g,8.842,33.068,11.697,2.0,16.812,59.0,9.765,2.0,10.4,9.0,8.477,18.0
499833,whalley-g,11.208,53.639,10.129,2.0,12.912,73.0,9.256,1.0,11.2,14.0,10.746,23.0
499834,whalley-g,13.024,37.258,11.298,3.0,14.122,84.0,12.038,1.0,13.6,16.0,12.487,29.0
499835,whalley-g,11.208,52.865,7.12,2.0,10.65,50.0,8.37,1.0,12.0,10.0,10.746,17.0
499836,whalley-g,7.169,91.213,1.799,2.0,4.933,137.0,2.649,4.0,5.2,34.0,6.873,43.0
499837,whalley-g,8.076,75.462,4.459,3.0,7.478,174.0,5.156,4.0,6.4,39.0,7.743,56.0
499838,whalley-g,3.129,90.99,6.76,0.0,7.577,17.0,1.313,1.0,1.2,3.0,3.0,4.0
499839,whalley-g,15.112,45.484,14.231,22.0,10.788,637.0,13.672,5.0,17.2,136.0,14.489,215.0
499840,whalley-g,4.038,35.95,2.8535,3.0,4.4415,188.0,2.8575,4.0,3.4,40.0,3.8715,59.0
499841,whalley-g,12.26775,33.31425,11.565000000000001,57.0,7.3795,1496.0,11.0915,10.0,14.8,314.0,11.76225,495.0
499842,whalley-g,10.504,59.484,8.027,10.0,10.075,407.0,8.523,6.0,10.0,86.0,10.071,135.0
499843,whalley-g,12.458,44.917,11.794,8.0,12.45,293.0,11.88,3.0,12.8,59.0,11.944,99.0
499844,whalley-g,7.9515,22.6275,8.05,10.0,5.687,287.0,7.2,2.0,9.2,60.0,7.6235,93.0
499845,whalley-g,10.686,60.277,8.336,7.0,10.513,274.0,8.392,4.0,10.4,57.0,10.246,89.0
499846,whalley-g,11.208,53.639,10.129,2.0,12.912,73.0,9.256,1.0,11.2,14.0,10.746,23.0
499847,whalley-g,13.024,37.258,11.298,3.0,14.122,84.0,12.038,1.0,13.6,16.0,12.487,29.0
499848,whalley-g,7.169,81.363,4.342,2.0,7.864,183.0,4.519,4.0,5.6,42.0,6.873,57.0
499849,whalley-g,15.903,25.796,15.939,5.0,14.299,132.0,15.872,1.0,18.0,25.0,15.247,46.0
499850,whalley-g,13.024,24.44,11.156,3.0,14.822,72.0,13.08,1.0,14.4,13.0,12.487,26.0
499851,whalley-g,14.444,38.802,12.222,51.0,15.134,1144.0,11.879,13.0,16.0,211.0,13.849,378.0
499852,whalley-g,10.126,68.066,4.887,3.0,8.17,87.0,6.126,2.0,9.6,19.0,9.708,29.0
499853,whalley-g,11.208,-1.28,12.156,2.0,17.074,33.0,14.68,1.0,18.0,5.0,10.746,12.0
499854,whalley-g,13.024,58.408,11.298,3.0,14.122,84.0,9.088,1.0,13.6,16.0,12.487,25.0
499855,whalley-g,13.9803125,37.710750000000004,14.948250000000003,561.0,10.5524375,16878.0,14.2289375,127.0,16.55,3550.0,13.4036875,5747.0
499856,whalley-g,8.842,72.615,5.907,1.0,9.508,51.0,5.864,1.0,8.0,11.0,8.477,16.0
499857,whalley-g,14.555,35.948,14.808,4.0,12.886,126.0,14.456,1.0,16.4,25.0,13.954,43.0
499858,whalley-g,10.504,55.601,7.182,5.0,12.187,121.0,7.409,3.0,11.2,23.0,10.071,39.0
499859,whalley-g,13.348,42.455,13.387,16.0,13.483,545.0,12.604,5.0,14.4,106.0,12.798,179.0
499860,whalley-g,11.208,53.639,10.129,2.0,12.912,73.0,9.256,1.0,11.2,14.0,10.746,23.0
