user,smogList,fleschRList,ariList,complexList,colemanList,charList,fleschKList,sentencesList,gunningList,wordsList,smogIList,syllablesList
whalley-g,15.012125,29.214625,17.676625,216,10.6095,6431,15.769125,41,18.75,1329,14.393125,2118
whalley-g,11.208,-8.725,12.363,2,16.958,27,15.47,1,21.6,4,10.746,10
whalley-g,19.882,6.207,32.577,43,11.595,1493,28.343,5,30.8,321,19.062,514
whalley-g,11.698,60.543,11.185,18,7.573,869,11.336,8,13.6,210,11.216,297
whalley-g,28.356,-27.023,36.659,39,19.639,716,31.81,2,36.4,119,27.187,244
whalley-g,12.932,42.15,7.746,53,10.001,1180,10.831,18,13.6,250,12.399,445
whalley-g,15.248,41.36,16.205,9,12.443,283,14.571,2,17.2,57,14.619,92
whalley-g,10.981,63.873,9.725,17,9.307,820,9.457,9,11.6,185,10.528,267
whalley-g,15.063,43.601,15.278,48,12.961,1435,13.592,11,16.4,284,14.442,460
whalley-g,14.137375,32.817125,13.669125,282,10.79025,7410,13.104375,56,16,1516,13.5545,2523
whalley-g,11.457,61.665,8.503,17,9.378,640,9.13,8,11.6,144,10.984,216
whalley-g,13.817,43.487,17.299,21,11.061,944,15.765,6,17.6,207,13.247,314
whalley-g,3.129,95.955,-0.907,0,0.361,37,2.857,1,4.8,12,3,14
whalley-g,17.694,21.403,24.087,26,15.328,872,20.522,4,22.4,165,16.964,280
whalley-g,15.719,41.614,13.327,34,12.284,795,13.169,7,17.6,161,15.071,270
whalley-g,14.43425,12.67375,14.58925,208,11.84925,4295,13.7965,26,16.6,786,13.839,1480
whalley-g,11.766,54.677,7.715,16,10.965,420,8.685,7,12,86,11.281,142
whalley-g,9.387,63.24,5.696,6,9.37,220,6.724,5,8.8,46,9,73
whalley-g,6.512,30.2815,4.4175,27,4.1325,783,4.9455,9,6.8,184,6.2435,273
whalley-g,10.126,70.102,3.774,3,6.528,95,6.338,2,9.6,23,9.708,34
whalley-g,28.356,-27.539,37.389,39,19.301,733,32.379,2,36.8,123,27.187,250
whalley-g,16.219,31.718,15.75,21,14.064,524,15.046,4,18.4,100,15.55,177
whalley-g,12.458,57.435,10.936,24,9.432,913,10.907,9,13.2,205,11.944,306
whalley-g,8.842,61.325,8.298,2,12.122,105,7.19,2,8,20,8.477,32
whalley-g,8.842,61.325,8.298,2,12.122,105,7.19,2,8,20,8.477,32
whalley-g,14.22,39.824,13.295,49,12.773,1446,13.208,13,15.6,288,13.634,492
whalley-g,11.816,51.483,9.858,37,11.697,1316,10.302,16,12,272,11.329,444
whalley-g,11.422,54.734,9.065,59,11.621,2099,9.485,28,11.2,435,10.951,701
whalley-g,8.473,65.206,6.856,7,11.57,330,6.152,8,7.2,64,8.123,101
whalley-g,8.842,76.461,4.337,6,7.545,284,5.327,6,8,66,8.477,93
whalley-g,15.76,31.498,16.411,44,13.291,1267,15.712,9,17.6,248,15.111,432
whalley-g,16.666,17.507,16.905,73,16.661,1710,16.57,13,18.8,301,15.979,590
whalley-g,7.6545,19.255,6.8745,50,6.1785,1292,6.891,11,8.4,261,7.3385,445
whalley-g,11.208,65.168,7.572,8,8.839,296,8.393,4,11.2,68,10.746,100
whalley-g,14.555,37.649,14.772,40,13.59,1228,13.921,10,15.6,238,13.954,408
whalley-g,6.427,75.34,3.765,1,7.705,108,4.738,3,4.8,24,6.162,35
whalley-g,20.062,14.624,19.831,123,14.763,2444,19.577,14,23.6,471,19.235,880
whalley-g,11.208,65.725,6.765,2,8.705,63,7.57,1,11.2,14,10.746,21
whalley-g,13.663,46.31,9.887,34,12.171,748,10.452,10,14.8,147,13.1,253
whalley-g,14.555,38.637,13.795,12,11.41,364,14.164,3,16,76,13.954,128
whalley-g,5.883,30.4515,4.469,32,5.273,1105,4.494,14,6,238,5.6405,362
whalley-g,15.669,39.189,14.572,53,11.396,1417,14.478,11,17.2,296,15.023,491
whalley-g,11.9,67.321,9.428,33,8.257,1289,9.246,14,12.4,303,11.409,421
whalley-g,5.684,103.177,-0.429,1,1.96,133,0.657,5,3.6,36,5.449,41
whalley-g,8.515,83.247,0.89,8,4.179,277,3.608,9,7.2,71,8.164,97
whalley-g,9.188,80.925,4.361,9,5.073,466,5.698,8,8.8,120,8.809,157
whalley-g,13.024,54.751,13.415,3,12.394,114,11.337,1,14.4,23,12.487,35
whalley-g,8.842,83.32,1.794,1,4.116,22,2.88,1,10,5,8.477,7
whalley-g,15.292,25.244,14.252,68,16.109,1570,14.392,15,16.8,281,14.662,540
whalley-g,8.842,40.625,7.653,3,11.067,69,8.587,3,11.6,12,8.477,23
whalley-g,8.515,76.977,3.998,8,5.662,478,5.835,9,7.6,120,8.164,165
whalley-g,10.504,70.784,7.895,15,6.95,750,8.521,9,11.2,186,10.071,253
whalley-g,12.688,59.492,8.797,14,9.87,403,9.383,5,12.8,89,12.165,136
whalley-g,14.868,46.246,12.703,38,9.419,1055,13.351,9,16.8,237,14.255,375
whalley-g,8.297,18.6925,8.4935,50,6.568,1351,7.818,9,9.6,275,7.955,450
whalley-g,11.793,57.146,8.559,23,10.761,744,9.239,10,11.6,159,11.307,251
whalley-g,10.794,56.926,10.658,9,12.447,432,9.642,5,10.8,87,10.348,136
whalley-g,11.004,56.84,9.399,19,11.248,800,9.505,10,10.8,168,10.55,264
whalley-g,13.295,57.523,15.254,19,9.232,850,13.517,6,16.8,200,12.747,273
whalley-g,11.602,51.005,9.531,11,11.914,390,10.12,5,11.6,80,11.124,132
whalley-g,21.828,-2.459,26.085,75,15.304,1674,24.853,7,27.2,317,20.928,612
whalley-g,17.34401563,22.70829688,24.56675,2260,11.33704687,67434,21.65853125,400,24.7875,14330,16.62882813,22840
whalley-g,12.162,47.958,8.263,15,12.662,331,9.22,6,13.2,64,11.66,112
whalley-g,10.4085,34.11475,9.666,150,9.37775,4596,9.24225,43,11.1,925,9.9795,1521
whalley-g,17.219,34.353,20.148,73,12.747,2181,17.784,12,21.2,450,16.509,715
whalley-g,10.864,67.049,6.931,11,8.809,384,7.427,6,10.4,85,10.416,126
whalley-g,13.498,41.317,13.47,56,11.91,1979,13.43,17,14.4,406,12.941,678
whalley-g,10.8375,31.89625,10.8435,134,9.7105,4106,10.00475,34,11.9,813,10.39075,1343
whalley-g,10.52,33.62975,10.0775,124,9.7325,3791,9.3735,34,11.3,750,10.08625,1237
whalley-g,11.09875,34.24125,11.24275,140,7.83525,4455,10.7205,35,13,975,10.641,1509
whalley-g,10.126,66.677,9.256,3,8.443,180,9.176,2,11.2,42,9.708,59
whalley-g,14.375,40.513,14.032,31,12.775,949,13.478,8,15.6,189,13.782,318
whalley-g,9.516,79.093,6.597,10,7.307,573,6.575,8,9.6,140,9.124,182
whalley-g,12.122,51.275,7.789,57,9.985,1519,9.586,23,12.4,322,11.623,538
whalley-g,10.686,58.783,11.766,7,10.018,428,10.898,4,12,94,10.246,138
whalley-g,17.879,18.361,16.016,20,15.855,377,16.329,3,20.4,68,17.142,133
whalley-g,11.766,62.444,7.881,16,8.867,536,8.915,7,12,123,11.281,184
whalley-g,13.951,44.467,11.715,61,11.886,1690,12.128,17,14.8,347,13.375,581
whalley-g,14.068,28.445,13.162,11,16.454,271,13.267,3,15.2,48,13.488,92
whalley-g,11.793,64.13,9.002,23,9.689,832,8.91,10,12,185,11.307,271
whalley-g,12.068,30.15625,10.88225,127,8.611,3293,10.70375,26,13.4,675,11.57025,1125
whalley-g,13.847,36.055,12.101,88,15.428,2123,12.086,25,14.8,388,13.276,711
whalley-g,11.208,64.925,2.482,2,5.225,43,6.936,1,11.6,11,10.746,17
whalley-g,8.842,71.025,7.287,2,9.42,138,7.203,2,8.4,31,8.477,44
whalley-g,13.901,49.049,11.601,32,10.959,919,11.801,9,14.8,195,13.328,313
whalley-g,11.208,66.477,7.135,12,9.23,411,7.838,6,10.8,93,10.746,137
whalley-g,15.47,41.977,14.353,14,12.107,373,13.698,3,17.2,76,14.832,125
whalley-g,17.506,31.793,16.959,38,11.677,919,16.981,6,20.4,197,16.784,330
whalley-g,10.1155,37.63625,8.49375,127,7.713,3847,8.8305,38,10.9,838,9.6985,1325
whalley-g,12.307,27.1845,11.73725,189,9.86625,4622,11.14325,37,13.9,919,11.7995,1558
whalley-g,12.745,53.556,8.865,17,10.456,472,10.013,6,13.2,102,12.22,164
whalley-g,7.50775,55.70325,4.72425,95,5.77875,4208,5.00725,65,7.2,985,7.198,1363
whalley-g,6.512,19.244,8.388,6,5.828,303,7.9825,2,8.2,65,6.2435,104
whalley-g,16.03,42.741,16.116,51,11.081,1465,15.272,10,18.8,321,15.369,499
whalley-g,12.162,57.234,8.048,5,12.185,112,8.009,2,13.2,22,11.66,36
whalley-g,7.169,80.306,3.552,1,6.563,91,4.791,2,6,22,6.873,30
whalley-g,10.504,51.923,6.568,5,11.418,118,7.922,3,11.2,23,10.071,40
whalley-g,9.387,75.757,5.791,12,6.486,680,6.966,10,9.2,172,9,231
whalley-g,15.43,46.48,14.915,51,10.121,1490,14.139,11,17.6,326,14.794,502
whalley-g,14.772,42.46,13.37,54,11.76,1508,13.28,13,16,311,14.163,515
whalley-g,17.694,26.841,16.652,13,17.068,253,14.981,2,20.4,44,16.964,82
whalley-g,9.151,70.65,5.623,10,6.929,550,7.021,9,8.4,131,8.774,188
whalley-g,3.129,76.89,-1.09,0,-2.24,24,3.28,2,1.2,6,3,9
whalley-g,15.248,42.219,10.743,18,11.084,374,12.277,4,16.4,79,14.619,135
whalley-g,29.924,-36.16,55.371,22,10.838,502,45.878,1,52,111,28.69,171
whalley-g,8.842,68.082,4.248,3,7.85,135,6.33,3,7.6,31,8.477,47
whalley-g,13.024,52.577,12.62,3,12.65,105,11.143,1,14,21,12.487,33
whalley-g,11.855,55.99,6.401,7,9.918,160,8.265,3,12.4,34,11.367,56
whalley-g,12.416,57.511,8.229,37,9.973,1050,9.337,14,12.8,231,11.904,362
whalley-g,11.538,66.402,7.203,13,8.586,431,8.138,6,11.6,100,11.062,146
whalley-g,8.167,88.229,2.462,7,5.06,392,3.741,9,6.8,101,7.83,128
whalley-g,14.555,35.391,11.53,32,14.023,696,12.453,8,16,133,13.954,243
whalley-g,8.842,84.45,3.811,4,4.386,226,5.207,4,8.4,60,8.477,76
whalley-g,12.162,57.38,9.141,25,11.738,751,9.107,10,12.4,155,11.66,245
whalley-g,3.129,95.165,1.704,0,3.876,77,2.47,2,4,20,3,24
whalley-g,5.9275,28.971,3.861,7,4.617,221,4.659,3,6,50,5.6835,78
whalley-g,13.177125,45.5636875,12.081,488,11.0048125,14418,11.4795625,131,14.3,2960,12.633625,4765
whalley-g,4.421,36.1625,4.0585,1,3.8215,83,4.07,1,5,20,4.2385,27
whalley-g,10.411,72.755,9.776,13,6.671,793,9.291,8,12,199,9.982,256
whalley-g,12.458,54.799,7.953,8,11.65,175,8.514,3,13.2,35,11.944,58
whalley-g,6.4525,26.779,4.862,41,4.3355,1306,5.574,14,6.8,302,6.1865,469
whalley-g,9.516,73.942,6.181,5,10.006,203,5.616,4,8.4,43,9.124,62
whalley-g,14.79,50.983,11.933,25,10.227,647,11.986,6,16,141,14.18,220
whalley-g,12.745,52.624,10.349,17,12.832,488,9.936,6,13.2,97,12.22,158
whalley-g,14.555,37.649,14.772,40,13.59,1228,13.921,10,15.6,238,13.954,408
whalley-g,12.1111875,45.965375,10.736625,456,11.0104375,13111,10.5548125,129,12.9,2633,11.61175,4350
whalley-g,13.295,57.523,15.254,19,9.232,850,13.517,6,16.8,200,12.747,273
whalley-g,6.427,83.322,5.084,1,5.935,193,5.778,3,7.2,50,6.162,63
whalley-g,10.543,71.061,7.591,32,7.841,1481,7.976,19,10.8,354,10.108,489
whalley-g,12.405,50.826,10.183,29,11.25,962,10.732,11,12.8,202,11.893,328
whalley-g,13.371,45.212,11.714,45,11.472,1416,12.188,14,14.4,295,12.82,489
whalley-g,13.428,33.128,11.887,13,14.798,321,12.241,4,14.4,58,12.874,109
whalley-g,15.35810938,34.81021875,17.96032813,1696,10.41821875,50402,16.63121875,347,19.51875,10706,14.72482813,17141
whalley-g,10.794,61.311,7.062,9,10.202,290,7.738,5,10.4,61,10.348,96
whalley-g,9.0315,15.6625,9.6985,41,6.998,1032,8.6685,6,10.8,204,8.659,340
whalley-g,11.408,60.71,8.568,21,10.459,759,8.866,10,11.2,164,10.937,251
whalley-g,10.126,64.289,5.898,9,9.33,277,6.694,6,9.6,58,9.708,91
whalley-g,12.65,53.695,11.417,25,10.798,909,11.125,9,13.2,194,12.129,301
whalley-g,9.828,59.156,6.657,11,10.445,422,7.741,8,9.2,88,9.423,142
whalley-g,12.64075,23.446,11.299,155,10.777,3288,10.986,28,14.1,624,12.1195,1118
whalley-g,14.79,42.701,13.527,25,13.472,663,12.645,6,16,129,14.18,217
whalley-g,16.728,32.281,15.767,51,14.918,1147,14.636,9,18.4,213,16.038,379
whalley-g,11.208,50.471,9.345,4,12.556,134,9.449,2,11.2,26,10.746,44
whalley-g,17.694,18.963,14.032,26,17.699,369,14.527,4,22.4,63,16.964,128
whalley-g,18.511,24.541,19.065,58,15.395,1290,17.165,8,21.2,236,17.748,425
whalley-g,14.192,40.178,15.044,30,13.18,1018,13.866,8,16,200,13.607,334
whalley-g,10.794,68.899,6.693,18,9.177,600,6.904,10,10.4,131,10.348,193
whalley-g,12.243,56.358,10.995,28,11.527,1034,10.254,11,12.8,215,11.739,332
whalley-g,15.248,30.842,16.999,9,16.875,263,14.671,2,16.8,46,14.619,83
whalley-g,10.609,73.214,5.659,24,6.875,863,6.703,14,10,206,10.171,289
whalley-g,14.192,44.601,11.191,30,13.676,683,11.137,8,15.2,132,13.607,227
whalley-g,13.024,26.47,11.902,3,17.005,65,12.3,1,15.2,11,12.487,22
whalley-g,16.527,38.346,15.376,44,13.048,1049,14.339,8,18.4,207,15.845,348
whalley-g,9.5975,11.3465,10.111,87,7.1445,1977,9.417,11,11.4,387,9.202,679
whalley-g,12.162,37.92,10.091,10,12.239,306,11.697,4,12.4,60,11.66,109
whalley-g,25.069,-10.462,30.906,59,19.479,1156,26.705,4,31.2,193,24.036,384
whalley-g,14.811,46.198,12.158,46,11.39,1163,12.304,11,16,243,14.201,397
whalley-g,18.046,28.777,16.756,75,12.309,1621,16.653,11,20.4,328,17.302,573
whalley-g,9.6886875,58.565875,6.63340625,217,4.84915625,6488,7.75840625,101,10.7125,1264,9.289,2099
whalley-g,11.208,53.639,7.774,2,9.967,66,9.256,1,11.2,14,10.746,23
whalley-g,15.415,35.575,11.702,37,13.3,741,12.8,8,17.2,145,14.779,262
whalley-g,11.208,66.1,4.527,2,8.032,41,6.276,1,12.4,9,10.746,14
whalley-g,13.886,39.231,13.021,39,13.322,1166,12.937,11,14.8,228,13.313,395
whalley-g,14.555,37.649,14.772,40,13.59,1228,13.921,10,15.6,238,13.954,408
whalley-g,13.024,48.549,12.396,3,12.37,104,11.705,1,14,21,12.487,34
whalley-g,17.506,32.072,16.674,38,12.154,897,16.611,6,20.4,189,16.784,319
whalley-g,14.555,20.71,23.004,8,12.567,419,21.177,2,20.8,87,13.954,146
whalley-g,15.021,44.008,13.603,26,13.046,679,12.669,6,16.4,134,14.402,222
whalley-g,12.032,44.496,12.634,17,10.792,787,13.015,7,13.6,168,11.536,274
whalley-g,16.927,35.586,15.196,35,10.765,819,15.542,6,19.6,175,16.229,293
whalley-g,3.129,121.22,-11.51,0,-34.02,2,-3.4,1,0.4,1,3,1
whalley-g,12.215,53.251,10.211,43,12.867,1260,9.368,17,12.4,242,11.711,398
whalley-g,11.208,70.145,9.512,2,11.264,81,7.699,1,11.2,17,10.746,24
whalley-g,12.541,57.605,11.285,19,10.355,710,10.69,7,13.6,154,12.024,231
whalley-g,12.162,57.234,7.834,5,11.918,111,8.009,2,13.2,22,11.66,36
whalley-g,14.555,40.045,11.172,20,12.715,451,12.146,5,16,90,13.954,158
whalley-g,11.208,65.168,10.897,2,12.996,86,8.393,1,11.2,17,10.746,25
whalley-g,12.745,52.902,9.522,51,10.791,1499,10.297,18,12.8,320,12.22,514
whalley-g,9.633,63.769,4.882,35,9.357,980,6.251,27,9.6,205,9.236,328
whalley-g,10.914,62.399,8.282,13,8.386,573,9.312,7,11.2,134,10.464,198
whalley-g,15.021,49.847,11.504,13,10.004,314,12.021,3,16.4,69,14.402,109
whalley-g,10.794,61.103,6.775,9,9.593,293,7.867,5,10.4,63,10.348,99
whalley-g,13.024,49.667,8.008,18,9.843,413,9.975,6,13.6,88,12.487,148
whalley-g,10.126,66.74,5.54,3,7.799,113,7.18,2,9.6,26,9.708,39
whalley-g,13.024,43.563,16.641,12,13.614,568,14.015,4,14.8,110,12.487,176
whalley-g,4.421,26.4325,4.7375,1,6.7975,55,4.185,1,4,10,4.2385,17
whalley-g,8.59925,36.90525,9.38025,46,5.92475,1572,9.8845,11,10.5,373,8.2445,578
whalley-g,11.038,3.83,12.264,66,8.6955,1313,10.919,6,13.2,233,10.583,440
whalley-g,20.267,11.84,23.062,9,14.828,208,21.545,1,24.8,40,19.432,73
whalley-g,12.65,57.137,10.065,25,11.053,785,9.872,9,13.2,166,12.129,257
whalley-g,9.3760625,59.87803125,8.5953125,164,1.93,5897,9.05196875,91,11.6875,1228,8.98934375,1927
whalley-g,10.126,67.033,8.229,3,9.973,150,8.009,2,10,33,9.708,48
whalley-g,20.267,8.543,32.543,27,13.553,912,27.222,3,30,183,19.432,295
whalley-g,12.458,61.333,8.951,8,11.397,225,8.597,3,12.8,47,11.944,72
whalley-g,13.817,33.598,16.196,7,16.184,252,14.163,2,14.8,45,13.247,80
whalley-g,11.766,60.437,8.61,16,10.583,530,8.875,7,12,114,11.281,175
whalley-g,17.506,25.424,20.03,19,12.703,542,18.988,3,21.2,112,16.784,190
whalley-g,6.427,75.34,3.961,1,7.95,109,4.738,3,4.8,24,6.162,35
whalley-g,9.889,63.201,9.562,7,9.326,448,9.462,5,10.4,101,9.481,147
whalley-g,10.126,68.747,9.228,9,7.366,558,9.301,6,11.2,136,9.708,185
whalley-g,14.555,43.484,11.574,48,12.176,1161,12.08,12,15.6,236,13.954,400
whalley-g,11.766,64.976,6.876,16,8.058,498,8.384,7,11.6,118,11.281,174
whalley-g,10.126,66.1,6.62,3,10.65,90,6.276,2,10,18,9.708,28
whalley-g,14.068,52.183,12.333,22,10.728,659,11.819,6,15.2,141,13.488,218
whalley-g,15.903,35.114,14.543,35,12.286,879,14.679,7,17.6,178,15.247,307
whalley-g,14.555,37.649,14.772,40,13.59,1228,13.921,10,15.6,238,13.954,408
whalley-g,9.4825,31.23625,9.305,85,10.05025,2544,9.19725,27,9.9,501,9.0915,863
whalley-g,3.129,119.19,-7.37,0,-10.093,8,-2.62,1,1.2,3,3,3
whalley-g,10.609,73.052,6.173,12,7.535,471,7.116,7,10.4,114,10.171,158
whalley-g,7.169,89.896,2.896,1,3.867,103,4.199,2,6.8,28,6.873,34
whalley-g,11.208,61.311,6.29,10,9.236,280,7.738,5,11.2,61,10.746,96
whalley-g,11.208,31.545,5.905,2,9.632,31,10.35,1,15.6,6,10.746,12
whalley-g,15.903,50.401,15.657,5,9.319,145,14.676,1,19.2,34,15.247,49
whalley-g,11.492,60.99,9.753,15,9.601,632,9.756,7,12,141,11.018,209
whalley-g,8.842,68.082,3.032,3,6.33,127,6.33,3,7.6,31,8.477,47
whalley-g,15.631,31.642,14.208,91,14.208,2169,14.233,19,17.2,412,14.987,746
whalley-g,11.602,62.692,7.007,11,9.508,306,7.794,5,11.6,66,11.124,102
whalley-g,15.903,28.543,17.662,35,15.025,1032,16.057,7,18,191,15.247,340
whalley-g,13.74,54.751,11.234,69,9.667,2067,11.337,20,15.2,460,13.173,700
whalley-g,10.504,74.792,6.391,40,8.221,1593,6.709,24,10,375,10.071,515
whalley-g,10.686,70.477,7.057,7,9.538,246,6.721,4,10.4,53,10.246,77
whalley-g,11.912,58.608,9.172,52,10.839,1755,9.308,22,12,374,11.421,579
whalley-g,12.341,52.171,9.985,26,11.419,848,10.38,10,12.4,177,11.832,286
whalley-g,11.723,55.552,7.624,43,10.207,1203,8.819,19,11.6,253,11.24,412
whalley-g,12.563,57.272,9.743,30,9.507,996,10.307,11,13.2,223,12.045,340
whalley-g,13.024,38.309,10.099,12,14.282,256,10.835,4,14.4,47,12.487,87
whalley-g,7.527,20.5685,6.9665,61,5.7395,1714,6.928,14,8.4,357,7.2165,590
whalley-g,13.707,52.345,13.615,48,9.562,1750,12.897,14,15.6,391,13.142,583
whalley-g,3.129,90.959,2.794,0,6.116,154,2.311,5,2.8,35,3,45
whalley-g,17.122,33.533,18.678,6,12.472,168,17.277,1,20.8,35,16.416,57
whalley-g,17.122,37.467,17.621,6,12.401,158,16.232,1,20.4,33,16.416,53
whalley-g,14.139,47.936,11.049,26,12.65,625,11.009,7,14.8,125,13.556,208
whalley-g,12.289,22.0505,10.93175,161,11.138,3437,10.8545,31,13.7,640,11.78225,1177
whalley-g,7.169,76.591,0.66,2,3.76,104,4.191,4,5.2,26,6.873,38
whalley-g,11.538,67.24,7.889,26,7.776,968,8.684,12,12,232,11.062,329
whalley-g,16.527,28.51,13.018,33,14.92,587,13.796,6,19.2,109,15.845,206
whalley-g,11.208,58.408,9.924,6,12.405,238,9.087,3,11.2,48,10.746,75
whalley-g,11.208,53.639,10.129,2,12.912,73,9.256,1,11.2,14,10.746,23
whalley-g,13.024,37.258,11.298,3,14.122,84,12.038,1,13.6,16,12.487,29
whalley-g,16.404,25.331,16.762,54,15.141,1372,16.011,10,18.4,253,15.728,466
whalley-g,20.582,11.653,21.454,84,16.014,1696,20.301,9,24,314,19.733,593
whalley-g,10.864,64.571,6.084,11,8.478,348,7.483,6,10.8,78,10.416,119
whalley-g,16.322,37.774,17.044,16,13.138,452,15.609,3,18.8,92,15.649,150
whalley-g,8.842,79.698,5.179,9,6.888,555,5.952,9,8.4,138,8.477,182
whalley-g,9.516,71.768,5.924,5,7.653,242,6.727,4,8.8,56,9.124,80
whalley-g,5.604,18.95,3.31,2,5.325,45,5.1045,1,6.2,9,5.373,17
whalley-g,12.839,56.437,11.701,26,9.556,971,11.377,9,14,217,12.309,323
whalley-g,8.344,77.416,4.761,5,7.908,263,4.863,6,6.8,58,8,82
whalley-g,12.688,50.001,10.041,14,12.801,392,10.161,5,12.8,78,12.165,130
whalley-g,11.366,30.3855,10.68175,126,9.08825,3485,10.48175,29,12.6,723,10.89725,1194
whalley-g,13.024,58.424,10.133,3,10.79,89,9.831,1,13.6,19,12.487,29
whalley-g,12.1126875,47.5150625,12.298,160,10.3738125,5449,11.24325,80,14.175,1115,11.613125,1760
whalley-g,3.129,115.13,-4.473,0,-2.971,20,-1.06,1,2.8,7,3,7
whalley-g,15.903,25.796,15.939,5,14.299,132,15.872,1,18,25,15.247,46
whalley-g,9.516,74.018,8.084,5,6.04,349,8.525,4,10.8,90,9.124,117
whalley-g,11.398,63.688,8.326,44,8.799,1695,8.99,21,11.6,390,10.928,573
whalley-g,12.905,53.05,10.955,41,10.032,1394,11.29,14,13.6,306,12.373,476
whalley-g,11.538,56.523,10.279,13,10.14,558,10.427,6,12,122,11.062,187
whalley-g,14.555,30.687,16.331,4,16.666,125,14.445,1,16,22,13.954,40
whalley-g,8.076,77.4,5.774,3,6.84,251,6.19,4,8,60,7.743,81
whalley-g,12.341,60.992,9.365,39,8.704,1351,9.919,15,12.8,312,11.832,460
whalley-g,12.162,52.865,7.826,5,11.533,103,8.37,2,14,20,11.66,34
whalley-g,11.351,57.19,9.615,29,10.679,1185,9.79,14,11.6,254,10.883,394
whalley-g,8.842,83.231,4.139,6,6.567,302,4.673,6,8,73,8.477,96
whalley-g,7.794,78.865,1.606,2,5.005,97,4.247,3,6.4,24,7.472,34
whalley-g,28.677,-53.951,65.525,20,12.28,615,52.832,1,57.6,129,27.495,198
whalley-g,11.208,68.938,10.175,2,4.34,106,11.345,1,14.8,31,10.746,39
whalley-g,4.421,27.3625,3.2375,1,4.7975,22,3.31,1,5.8,4,4.2385,7
whalley-g,8.842,49.48,7.446,1,11.184,28,7.6,1,10,5,8.477,9
whalley-g,8.076,80.534,2.534,3,6.009,139,4.076,4,6.8,33,7.743,46
whalley-g,14.555,30.658,23.926,8,9.03,430,21.653,2,23.2,102,13.954,150
whalley-g,3.129,89.468,3.847,0,6.996,44,1.898,2,1.6,9,3,12
whalley-g,14.486,47.743,12.504,83,12.118,2229,11.971,21,15.6,454,13.889,736
whalley-g,6.427,93.897,2.31,1,3.551,145,3.475,3,6,40,6.162,47
whalley-g,6.798,24.726,5.9295,47,5.447,1467,5.949,14,7.4,312,6.518,497
whalley-g,15.903,25.796,15.939,5,14.299,132,15.872,1,18,25,15.247,46
whalley-g,10.126,71.782,8.645,3,8.93,166,7.967,2,10.4,38,9.708,52
whalley-g,6.427,75.34,3.961,1,7.95,109,4.738,3,4.8,24,6.162,35
whalley-g,11.979,64.018,9.119,12,9.897,417,8.901,5,12.4,92,11.485,135
whalley-g,8.239,59.536,4.543,4,8.304,167,6.694,5,7.2,35,7.899,58
whalley-g,8.842,56.018,5.59,6,9.258,262,7.723,6,7.6,55,8.477,92
whalley-g,11.208,53.639,10.129,2,12.912,73,9.256,1,11.2,14,10.746,23
whalley-g,13.024,37.258,11.298,3,14.122,84,12.038,1,13.6,16,12.487,29
whalley-g,9.516,67.115,7.1,5,8.655,265,7.563,4,8.8,59,9.124,87
whalley-g,11.4775,31.23825,11.37125,114,7.66225,3375,11.272,26,13.4,745,11.004,1182
whalley-g,3.129,78.873,5.62,0,9.65,35,3.997,1,2.8,7,3,10
whalley-g,12.688,36.735,10.083,14,14.104,325,11.117,5,14,60,12.165,112
whalley-g,8.842,75.99,5.852,2,6.938,126,6.387,2,8.4,30,8.477,41
whalley-g,10.504,59.913,5.492,5,8.822,136,7.304,3,10.4,29,10.071,47
whalley-g,3.129,87.945,7.475,0,11.595,33,2.483,1,2.4,6,3,8
whalley-g,3.129,87.945,3.55,0,6.687,28,2.483,1,2.4,6,3,8
whalley-g,7.554,79.004,4.467,3,7.582,215,4.625,5,6,48,7.243,67
whalley-g,11.9915,24.1735,15.54175,91,6.907,3116,14.6295,22,16.5,715,11.497,1104
whalley-g,12.603,61.379,7.898,11,9.653,275,8.363,4,12.8,59,12.083,91
whalley-g,11.208,67.53,5.957,6,7.069,190,7.567,3,11.2,45,10.746,66
whalley-g,11.36903125,50.88871875,9.514,277,6.7335625,8374,10.45534375,116,13.1625,1646,10.90009375,2739
whalley-g,14.555,46.258,13.551,20,9.812,619,13.614,5,16.4,137,13.954,215
whalley-g,3.129,85.858,5.254,0,4.006,27,1.905,2,0.8,5,3,7
whalley-g,10.658,67.404,7.535,33,8.99,1388,8.003,19,10.4,317,10.218,459
whalley-g,3.129,82.475,1.468,0,3.582,76,4.24,2,4,20,3,27
whalley-g,3.129,35.605,7.83,0,4.54,12,8.79,1,0.8,2,3,4
whalley-g,3.129,35.605,7.83,0,4.54,12,8.79,1,0.8,2,3,4
whalley-g,7.122,22.276,5.3075,53,6.054,1227,5.7405,14,7.6,250,6.8285,426
whalley-g,13.024,37.258,11.298,3,14.122,84,12.038,1,13.6,16,12.487,29
whalley-g,13.817,33.598,16.51,7,16.577,255,14.163,2,14.8,45,13.247,80
whalley-g,11.208,57.095,8.298,4,12.122,105,7.78,2,12,20,10.746,33
whalley-g,11.208,53.639,10.129,2,12.912,73,9.256,1,11.2,14,10.746,23
whalley-g,14.3254375,36.679125,16.1375625,1027,10.08525,33475,15.112125,250,18.075,7304,13.73459375,11279
whalley-g,12.36028125,49.669625,11.979375,836,8.2768125,26172,11.84559375,221,14.0375,5684,11.85065625,8841
whalley-g,15.903,25.796,15.939,5,14.299,132,15.872,1,18,25,15.247,46
whalley-g,3.129,90.051,2.585,0,2.602,56,4.922,1,6.8,17,3,20
